Track,Composer,Milliseconds,Bytes,UnitPrice,Genre,Album,Artist,Minutes
I Don't Live Today,Jimi Hendrix,235311,7661214.0,0.99,Rock,Are You Experienced?,Jimi Hendrix,3.92185
May This Be Love,Jimi Hendrix,191216,6240028.0,0.99,Rock,Are You Experienced?,Jimi Hendrix,3.186933333333333
Fire,Jimi Hendrix,164989,5383075.0,0.99,Rock,Are You Experienced?,Jimi Hendrix,2.749816666666667
Third Stone From The Sun,Jimi Hendrix,404453,13186975.0,0.99,Rock,Are You Experienced?,Jimi Hendrix,6.740883333333334
Remember,Jimi Hendrix,168150,5509613.0,0.99,Rock,Are You Experienced?,Jimi Hendrix,2.8025
Are You Experienced?,Jimi Hendrix,254537,8292497.0,0.99,Rock,Are You Experienced?,Jimi Hendrix,4.242283333333333
Hey Joe,Billy Roberts,210259,6870054.0,0.99,Rock,Are You Experienced?,Jimi Hendrix,3.5043166666666665
Stone Free,Jimi Hendrix,216293,7002331.0,0.99,Rock,Are You Experienced?,Jimi Hendrix,3.6048833333333334
Purple Haze,Jimi Hendrix,171572,5597056.0,0.99,Rock,Are You Experienced?,Jimi Hendrix,2.8595333333333333
51st Anniversary,Jimi Hendrix,196388,6398044.0,0.99,Rock,Are You Experienced?,Jimi Hendrix,3.2731333333333335
The Wind Cries Mary,Jimi Hendrix,200463,6540638.0,0.99,Rock,Are You Experienced?,Jimi Hendrix,3.34105
Highway Chile,Jimi Hendrix,212453,6887949.0,0.99,Rock,Are You Experienced?,Jimi Hendrix,3.5408833333333334
Surfing with the Alien,,263707,4418504.0,0.99,Rock,Surfing with the Alien (Remastered),Joe Satriani,4.395116666666667
Ice 9,,239721,4036215.0,0.99,Rock,Surfing with the Alien (Remastered),Joe Satriani,3.99535
Crushing Day,,314768,5232158.0,0.99,Rock,Surfing with the Alien (Remastered),Joe Satriani,5.246133333333334
"Always With Me, Always With You",,202035,3435777.0,0.99,Rock,Surfing with the Alien (Remastered),Joe Satriani,3.36725
Satch Boogie,,193560,3300654.0,0.99,Rock,Surfing with the Alien (Remastered),Joe Satriani,3.226
Hill of the Skull,J. Satriani,108435,1944738.0,0.99,Rock,Surfing with the Alien (Remastered),Joe Satriani,1.80725
Circles,,209071,3548553.0,0.99,Rock,Surfing with the Alien (Remastered),Joe Satriani,3.4845166666666665
Lords of Karma,J. Satriani,288227,4809279.0,0.99,Rock,Surfing with the Alien (Remastered),Joe Satriani,4.8037833333333335
Midnight,J. Satriani,102630,1851753.0,0.99,Rock,Surfing with the Alien (Remastered),Joe Satriani,1.7105
Echo,J. Satriani,337570,5595557.0,0.99,Rock,Surfing with the Alien (Remastered),Joe Satriani,5.626166666666666
Engenho De Dentro,,310073,10211473.0,0.99,Latin,Jorge Ben Jor 25 Anos,Jorge Ben,5.167883333333333
Alcohol,,355239,12010478.0,0.99,Latin,Jorge Ben Jor 25 Anos,Jorge Ben,5.92065
Mama Africa,,283062,9488316.0,0.99,Latin,Jorge Ben Jor 25 Anos,Jorge Ben,4.7177
Salve Simpatia,,343484,11314756.0,0.99,Latin,Jorge Ben Jor 25 Anos,Jorge Ben,5.724733333333333
W/Brasil (Chama O Síndico),,317100,10599953.0,0.99,Latin,Jorge Ben Jor 25 Anos,Jorge Ben,5.285
País Tropical,,452519,14946972.0,0.99,Latin,Jorge Ben Jor 25 Anos,Jorge Ben,7.5419833333333335
Os Alquimistas Estão Chegando,,367281,12304520.0,0.99,Latin,Jorge Ben Jor 25 Anos,Jorge Ben,6.12135
Charles Anjo 45,,389276,13022833.0,0.99,Latin,Jorge Ben Jor 25 Anos,Jorge Ben,6.487933333333333
Selassiê,,326321,10724982.0,0.99,Latin,Jorge Ben Jor 25 Anos,Jorge Ben,5.4386833333333335
Menina Sarará,,191477,6393818.0,0.99,Latin,Jorge Ben Jor 25 Anos,Jorge Ben,3.1912833333333332
Que Maravilha,,338076,10996656.0,0.99,Latin,Jorge Ben Jor 25 Anos,Jorge Ben,5.6346
Santa Clara Clareou,,380081,12524725.0,0.99,Latin,Jorge Ben Jor 25 Anos,Jorge Ben,6.334683333333333
Filho Maravilha,,227526,7498259.0,0.99,Latin,Jorge Ben Jor 25 Anos,Jorge Ben,3.7921
Taj Mahal,,289750,9502898.0,0.99,Latin,Jorge Ben Jor 25 Anos,Jorge Ben,4.829166666666667
Rapidamente,,252238,8470107.0,0.99,Latin,Jota Quest-1995,Jota Quest,4.203966666666667
As Dores do Mundo,Hyldon,255477,8537092.0,0.99,Latin,Jota Quest-1995,Jota Quest,4.25795
Vou Pra Ai,,300878,10053718.0,0.99,Latin,Jota Quest-1995,Jota Quest,5.014633333333333
My Brother,,253231,8431821.0,0.99,Latin,Jota Quest-1995,Jota Quest,4.220516666666667
Há Quanto Tempo,,270027,9004470.0,0.99,Latin,Jota Quest-1995,Jota Quest,4.50045
Vício,,269897,8887216.0,0.99,Latin,Jota Quest-1995,Jota Quest,4.498283333333333
Encontrar Alguém,Marco Tulio Lara/Rogerio Flausino,224078,7437935.0,0.99,Latin,Jota Quest-1995,Jota Quest,3.7346333333333335
Dance Enquanto é Tempo,,229093,7583799.0,0.99,Latin,Jota Quest-1995,Jota Quest,3.818216666666667
A Tarde,,266919,8836127.0,0.99,Latin,Jota Quest-1995,Jota Quest,4.44865
Always Be All Right,,128078,4299676.0,0.99,Latin,Jota Quest-1995,Jota Quest,2.1346333333333334
Sem Sentido,,250462,8292108.0,0.99,Latin,Jota Quest-1995,Jota Quest,4.174366666666667
Onibusfobia,,315977,10474904.0,0.99,Latin,Jota Quest-1995,Jota Quest,5.266283333333333
Pura Elegancia,João Suplicy,284107,9632269.0,0.99,World,Cafezinho,João Suplicy,4.735116666666666
Choramingando,João Suplicy,190484,6400532.0,0.99,World,Cafezinho,João Suplicy,3.174733333333333
Por Merecer,João Suplicy,230582,7764601.0,0.99,World,Cafezinho,João Suplicy,3.8430333333333335
No Futuro,João Suplicy,182308,6056200.0,0.99,World,Cafezinho,João Suplicy,3.038466666666667
Voce Inteira,João Suplicy,241084,8077282.0,0.99,World,Cafezinho,João Suplicy,4.018066666666667
Cuando A Noite Vai Chegando,João Suplicy,270628,9081874.0,0.99,World,Cafezinho,João Suplicy,4.510466666666667
Naquele Dia,João Suplicy,251768,8452654.0,0.99,World,Cafezinho,João Suplicy,4.196133333333333
Equinocio,João Suplicy,269008,8871455.0,0.99,World,Cafezinho,João Suplicy,4.483466666666667
Papelão,João Suplicy,213263,7257390.0,0.99,World,Cafezinho,João Suplicy,3.5543833333333335
Cuando Eu For Pro Ceu,João Suplicy,118804,3948371.0,0.99,World,Cafezinho,João Suplicy,1.9800666666666666
Do Nosso Amor,João Suplicy,203415,6774566.0,0.99,World,Cafezinho,João Suplicy,3.39025
Borogodo,João Suplicy,208457,7104588.0,0.99,World,Cafezinho,João Suplicy,3.474283333333333
Cafezinho,João Suplicy,180924,6031174.0,0.99,World,Cafezinho,João Suplicy,3.0154
Enquanto O Dia Não Vem,João Suplicy,220891,7248336.0,0.99,World,Cafezinho,João Suplicy,3.6815166666666665
The Green Manalishi,,205792,6720789.0,0.99,Metal,Living After Midnight,Judas Priest,3.429866666666667
Living After Midnight,,213289,7056785.0,0.99,Metal,Living After Midnight,Judas Priest,3.5548166666666665
Breaking The Law (Live),,144195,4728246.0,0.99,Metal,Living After Midnight,Judas Priest,2.40325
Hot Rockin',,197328,6509179.0,0.99,Metal,Living After Midnight,Judas Priest,3.2888
Heading Out To The Highway (Live),,276427,9006022.0,0.99,Metal,Living After Midnight,Judas Priest,4.607116666666666
The Hellion,,41900,1351993.0,0.99,Metal,Living After Midnight,Judas Priest,0.6983333333333334
Electric Eye,,222197,7231368.0,0.99,Metal,Living After Midnight,Judas Priest,3.7032833333333333
You've Got Another Thing Comin',,305162,9962558.0,0.99,Metal,Living After Midnight,Judas Priest,5.086033333333333
Turbo Lover,,335542,11068866.0,0.99,Metal,Living After Midnight,Judas Priest,5.592366666666667
Freewheel Burning,,265952,8713599.0,0.99,Metal,Living After Midnight,Judas Priest,4.432533333333334
Some Heads Are Gonna Roll,,249939,8198617.0,0.99,Metal,Living After Midnight,Judas Priest,4.16565
Metal Meltdown,,290664,9390646.0,0.99,Metal,Living After Midnight,Judas Priest,4.8444
Ram It Down,,292179,9554023.0,0.99,Metal,Living After Midnight,Judas Priest,4.86965
Diamonds And Rust (Live),,219350,7163147.0,0.99,Metal,Living After Midnight,Judas Priest,3.6558333333333333
Victim Of Change (Live),,430942,14067512.0,0.99,Metal,Living After Midnight,Judas Priest,7.182366666666667
Tyrant (Live),,282253,9190536.0,0.99,Metal,Living After Midnight,Judas Priest,4.7042166666666665
Comin' Home,"Paul Stanley, Ace Frehley",172068,5661120.0,0.99,Rock,Unplugged [Live],Kiss,2.8678
Plaster Caster,Gene Simmons,198060,6528719.0,0.99,Rock,Unplugged [Live],Kiss,3.301
Goin' Blind,"Gene Simmons, Stephen Coronel",217652,7167523.0,0.99,Rock,Unplugged [Live],Kiss,3.6275333333333335
Do You Love Me,"Paul Stanley, Bob Ezrin, Kim Fowley",193619,6343111.0,0.99,Rock,Unplugged [Live],Kiss,3.2269833333333335
Domino,Gene Simmons,226377,7488191.0,0.99,Rock,Unplugged [Live],Kiss,3.77295
Sure Know Something,"Paul Stanley, Vincent Poncia",254354,8375190.0,0.99,Rock,Unplugged [Live],Kiss,4.239233333333333
A World Without Heroes,"Paul Stanley, Gene Simmons, Bob Ezrin, Lewis Reed",177815,5832524.0,0.99,Rock,Unplugged [Live],Kiss,2.9635833333333332
Rock Bottom,"Paul Stanley, Ace Frehley",200594,6560818.0,0.99,Rock,Unplugged [Live],Kiss,3.3432333333333335
See You Tonight,Gene Simmons,146494,4817521.0,0.99,Rock,Unplugged [Live],Kiss,2.4415666666666667
I Still Love You,Paul Stanley,369815,12086145.0,0.99,Rock,Unplugged [Live],Kiss,6.163583333333333
Every Time I Look At You,"Paul Stanley, Vincent Cusano",283898,9290948.0,0.99,Rock,Unplugged [Live],Kiss,4.731633333333333
"2,000 Man","Mick Jagger, Keith Richard",312450,10292829.0,0.99,Rock,Unplugged [Live],Kiss,5.2075
Beth,"Peter Criss, Stan Penridge, Bob Ezrin",170187,5577807.0,0.99,Rock,Unplugged [Live],Kiss,2.83645
Nothin' To Lose,Gene Simmons,222354,7351460.0,0.99,Rock,Unplugged [Live],Kiss,3.7059
Rock And Roll All Nite,"Paul Stanley, Gene Simmons",259631,8549296.0,0.99,Rock,Unplugged [Live],Kiss,4.327183333333333
Immigrant Song,Robert Plant,201247,6457766.0,0.99,Rock,BBC Sessions [Disc 2] [Live],Led Zeppelin,3.3541166666666666
Heartbreaker,John Bonham/John Paul Jones/Robert Plant,316081,10179657.0,0.99,Rock,BBC Sessions [Disc 2] [Live],Led Zeppelin,5.268016666666667
Since I've Been Loving You,John Paul Jones/Robert Plant,416365,13471959.0,0.99,Rock,BBC Sessions [Disc 2] [Live],Led Zeppelin,6.939416666666666
Black Dog,John Paul Jones/Robert Plant,317622,10267572.0,0.99,Rock,BBC Sessions [Disc 2] [Live],Led Zeppelin,5.2937
Dazed And Confused,Jimmy Page/Led Zeppelin,1116734,36052247.0,0.99,Rock,BBC Sessions [Disc 2] [Live],Led Zeppelin,18.612233333333332
Stairway To Heaven,Robert Plant,529658,17050485.0,0.99,Rock,BBC Sessions [Disc 2] [Live],Led Zeppelin,8.827633333333333
Going To California,Robert Plant,234605,7646749.0,0.99,Rock,BBC Sessions [Disc 2] [Live],Led Zeppelin,3.910083333333333
That's The Way,Robert Plant,343431,11248455.0,0.99,Rock,BBC Sessions [Disc 2] [Live],Led Zeppelin,5.72385
Whole Lotta Love (Medley),Arthur Crudup/Bernard Besman/Bukka White/Doc Pomus/John Bonham/John Lee Hooker/John Paul Jones/Mort Shuman/Robert Plant/Willie Dixon,825103,26742545.0,0.99,Rock,BBC Sessions [Disc 2] [Live],Led Zeppelin,13.751716666666667
Thank You,Robert Plant,398262,12831826.0,0.99,Rock,BBC Sessions [Disc 2] [Live],Led Zeppelin,6.6377
We're Gonna Groove,Ben E.King/James Bethea,157570,5180975.0,0.99,Rock,Coda,Led Zeppelin,2.6261666666666668
Poor Tom,Jimmy Page/Robert Plant,182491,6016220.0,0.99,Rock,Coda,Led Zeppelin,3.041516666666667
I Can't Quit You Baby,Willie Dixon,258168,8437098.0,0.99,Rock,Coda,Led Zeppelin,4.3028
Walter's Walk,"Jimmy Page, Robert Plant",270785,8712499.0,0.99,Rock,Coda,Led Zeppelin,4.513083333333333
Ozone Baby,"Jimmy Page, Robert Plant",215954,7079588.0,0.99,Rock,Coda,Led Zeppelin,3.5992333333333333
Darlene,"Jimmy Page, Robert Plant, John Bonham, John Paul Jones",307226,10078197.0,0.99,Rock,Coda,Led Zeppelin,5.120433333333334
Bonzo's Montreux,John Bonham,258925,8557447.0,0.99,Rock,Coda,Led Zeppelin,4.315416666666667
Wearing And Tearing,"Jimmy Page, Robert Plant",330004,10701590.0,0.99,Rock,Coda,Led Zeppelin,5.500066666666667
The Song Remains The Same,Jimmy Page/Jimmy Page & Robert Plant/Robert Plant,330004,10708950.0,0.99,Rock,Houses Of The Holy,Led Zeppelin,5.500066666666667
The Rain Song,Jimmy Page/Jimmy Page & Robert Plant/Robert Plant,459180,15029875.0,0.99,Rock,Houses Of The Holy,Led Zeppelin,7.653
Over The Hills And Far Away,Jimmy Page/Jimmy Page & Robert Plant/Robert Plant,290089,9552829.0,0.99,Rock,Houses Of The Holy,Led Zeppelin,4.834816666666667
The Crunge,John Bonham/John Paul Jones,197407,6460212.0,0.99,Rock,Houses Of The Holy,Led Zeppelin,3.2901166666666666
Dancing Days,Jimmy Page/Jimmy Page & Robert Plant/Robert Plant,223216,7250104.0,0.99,Rock,Houses Of The Holy,Led Zeppelin,3.720266666666667
D'Yer Mak'er,John Bonham/John Paul Jones,262948,8645935.0,0.99,Rock,Houses Of The Holy,Led Zeppelin,4.382466666666667
No Quarter,John Paul Jones,420493,13656517.0,0.99,Rock,Houses Of The Holy,Led Zeppelin,7.008216666666667
The Ocean,John Bonham/John Paul Jones,271098,8846469.0,0.99,Rock,Houses Of The Holy,Led Zeppelin,4.5183
In The Evening,"Jimmy Page, Robert Plant & John Paul Jones",410566,13399734.0,0.99,Rock,In Through The Out Door,Led Zeppelin,6.842766666666667
South Bound Saurez,John Paul Jones & Robert Plant,254406,8420427.0,0.99,Rock,In Through The Out Door,Led Zeppelin,4.2401
Fool In The Rain,"Jimmy Page, Robert Plant & John Paul Jones",372950,12371433.0,0.99,Rock,In Through The Out Door,Led Zeppelin,6.215833333333333
Hot Dog,Jimmy Page & Robert Plant,197198,6536167.0,0.99,Rock,In Through The Out Door,Led Zeppelin,3.2866333333333335
Carouselambra,"John Paul Jones, Jimmy Page & Robert Plant",634435,20858315.0,0.99,Rock,In Through The Out Door,Led Zeppelin,10.573916666666667
All My Love,Robert Plant & John Paul Jones,356284,11684862.0,0.99,Rock,In Through The Out Door,Led Zeppelin,5.938066666666667
I'm Gonna Crawl,"Jimmy Page, Robert Plant & John Paul Jones",329639,10737665.0,0.99,Rock,In Through The Out Door,Led Zeppelin,5.493983333333333
Black Dog,"Jimmy Page, Robert Plant, John Paul Jones",296672,9660588.0,0.99,Rock,IV,Led Zeppelin,4.944533333333333
Rock & Roll,"Jimmy Page, Robert Plant, John Paul Jones, John Bonham",220917,7142127.0,0.99,Rock,IV,Led Zeppelin,3.68195
The Battle Of Evermore,"Jimmy Page, Robert Plant",351555,11525689.0,0.99,Rock,IV,Led Zeppelin,5.85925
Stairway To Heaven,"Jimmy Page, Robert Plant",481619,15706767.0,0.99,Rock,IV,Led Zeppelin,8.026983333333334
Misty Mountain Hop,"Jimmy Page, Robert Plant, John Paul Jones",278857,9092799.0,0.99,Rock,IV,Led Zeppelin,4.647616666666667
Four Sticks,"Jimmy Page, Robert Plant",284447,9481301.0,0.99,Rock,IV,Led Zeppelin,4.740783333333333
Going To California,"Jimmy Page, Robert Plant",215693,7068737.0,0.99,Rock,IV,Led Zeppelin,3.594883333333333
When The Levee Breaks,"Jimmy Page, Robert Plant, John Paul Jones, John Bonham, Memphis Minnie",427702,13912107.0,0.99,Rock,IV,Led Zeppelin,7.1283666666666665
Good Times Bad Times,Jimmy Page/John Bonham/John Paul Jones,166164,5464077.0,0.99,Rock,Led Zeppelin I,Led Zeppelin,2.7694
Babe I'm Gonna Leave You,Jimmy Page/Robert Plant,401475,13189312.0,0.99,Rock,Led Zeppelin I,Led Zeppelin,6.69125
You Shook Me,J. B. Lenoir/Willie Dixon,388179,12643067.0,0.99,Rock,Led Zeppelin I,Led Zeppelin,6.46965
Dazed and Confused,Jimmy Page,386063,12610326.0,0.99,Rock,Led Zeppelin I,Led Zeppelin,6.434383333333333
Your Time Is Gonna Come,Jimmy Page/John Paul Jones,274860,9011653.0,0.99,Rock,Led Zeppelin I,Led Zeppelin,4.581
Black Mountain Side,Jimmy Page,132702,4440602.0,0.99,Rock,Led Zeppelin I,Led Zeppelin,2.2117
Communication Breakdown,Jimmy Page/John Bonham/John Paul Jones,150230,4899554.0,0.99,Rock,Led Zeppelin I,Led Zeppelin,2.503833333333333
I Can't Quit You Baby,Willie Dixon,282671,9252733.0,0.99,Rock,Led Zeppelin I,Led Zeppelin,4.7111833333333335
How Many More Times,Jimmy Page/John Bonham/John Paul Jones,508055,16541364.0,0.99,Rock,Led Zeppelin I,Led Zeppelin,8.467583333333334
Whole Lotta Love,"Jimmy Page, Robert Plant, John Paul Jones, John Bonham",334471,11026243.0,0.99,Rock,Led Zeppelin II,Led Zeppelin,5.574516666666667
What Is And What Should Never Be,"Jimmy Page, Robert Plant",287973,9369385.0,0.99,Rock,Led Zeppelin II,Led Zeppelin,4.79955
The Lemon Song,"Jimmy Page, Robert Plant, John Paul Jones, John Bonham",379141,12463496.0,0.99,Rock,Led Zeppelin II,Led Zeppelin,6.319016666666666
Thank You,"Jimmy Page, Robert Plant",287791,9337392.0,0.99,Rock,Led Zeppelin II,Led Zeppelin,4.796516666666666
Heartbreaker,"Jimmy Page, Robert Plant, John Paul Jones, John Bonham",253988,8387560.0,0.99,Rock,Led Zeppelin II,Led Zeppelin,4.233133333333333
Living Loving Maid (She's Just A Woman),"Jimmy Page, Robert Plant",159216,5219819.0,0.99,Rock,Led Zeppelin II,Led Zeppelin,2.6536
Ramble On,"Jimmy Page, Robert Plant",275591,9199710.0,0.99,Rock,Led Zeppelin II,Led Zeppelin,4.593183333333333
Moby Dick,"John Bonham, John Paul Jones, Jimmy Page",260728,8664210.0,0.99,Rock,Led Zeppelin II,Led Zeppelin,4.345466666666667
Bring It On Home,"Jimmy Page, Robert Plant",259970,8494731.0,0.99,Rock,Led Zeppelin II,Led Zeppelin,4.332833333333333
Immigrant Song,"Jimmy Page, Robert Plant",144875,4786461.0,0.99,Rock,Led Zeppelin III,Led Zeppelin,2.4145833333333333
Friends,"Jimmy Page, Robert Plant",233560,7694220.0,0.99,Rock,Led Zeppelin III,Led Zeppelin,3.8926666666666665
Celebration Day,"Jimmy Page, Robert Plant, John Paul Jones",209528,6871078.0,0.99,Rock,Led Zeppelin III,Led Zeppelin,3.4921333333333333
Since I've Been Loving You,"Jimmy Page, Robert Plant, John Paul Jones",444055,14482460.0,0.99,Rock,Led Zeppelin III,Led Zeppelin,7.400916666666666
Out On The Tiles,"Jimmy Page, Robert Plant, John Bonham",246047,8060350.0,0.99,Rock,Led Zeppelin III,Led Zeppelin,4.100783333333333
Gallows Pole,Traditional,296228,9757151.0,0.99,Rock,Led Zeppelin III,Led Zeppelin,4.937133333333334
Tangerine,Jimmy Page,189675,6200893.0,0.99,Rock,Led Zeppelin III,Led Zeppelin,3.16125
That's The Way,"Jimmy Page, Robert Plant",337345,11202499.0,0.99,Rock,Led Zeppelin III,Led Zeppelin,5.622416666666667
Bron-Y-Aur Stomp,"Jimmy Page, Robert Plant, John Paul Jones",259500,8674508.0,0.99,Rock,Led Zeppelin III,Led Zeppelin,4.325
Hats Off To (Roy) Harper,Traditional,219376,7236640.0,0.99,Rock,Led Zeppelin III,Led Zeppelin,3.6562666666666668
In The Light,John Paul Jones/Robert Plant,526785,17033046.0,0.99,Rock,Physical Graffiti [Disc 2],Led Zeppelin,8.77975
Bron-Yr-Aur,Jimmy Page,126641,4150746.0,0.99,Rock,Physical Graffiti [Disc 2],Led Zeppelin,2.1106833333333332
Down By The Seaside,Robert Plant,316186,10371282.0,0.99,Rock,Physical Graffiti [Disc 2],Led Zeppelin,5.2697666666666665
Ten Years Gone,Robert Plant,393116,12756366.0,0.99,Rock,Physical Graffiti [Disc 2],Led Zeppelin,6.551933333333333
Night Flight,John Paul Jones/Robert Plant,217547,7160647.0,0.99,Rock,Physical Graffiti [Disc 2],Led Zeppelin,3.625783333333333
The Wanton Song,Robert Plant,249887,8180988.0,0.99,Rock,Physical Graffiti [Disc 2],Led Zeppelin,4.164783333333333
Boogie With Stu,Ian Stewart/John Bonham/John Paul Jones/Mrs. Valens/Robert Plant,233273,7657086.0,0.99,Rock,Physical Graffiti [Disc 2],Led Zeppelin,3.8878833333333334
Black Country Woman,Robert Plant,273084,8951732.0,0.99,Rock,Physical Graffiti [Disc 2],Led Zeppelin,4.5514
Sick Again,Robert Plant,283036,9279263.0,0.99,Rock,Physical Graffiti [Disc 2],Led Zeppelin,4.717266666666666
Achilles Last Stand,Jimmy Page/Robert Plant,625502,20593955.0,0.99,Rock,Presence,Led Zeppelin,10.425033333333333
For Your Life,Jimmy Page/Robert Plant,384391,12633382.0,0.99,Rock,Presence,Led Zeppelin,6.406516666666667
Royal Orleans,John Bonham/John Paul Jones,179591,5930027.0,0.99,Rock,Presence,Led Zeppelin,2.9931833333333335
Nobody's Fault But Mine,Jimmy Page/Robert Plant,376215,12237859.0,0.99,Rock,Presence,Led Zeppelin,6.27025
Candy Store Rock,Jimmy Page/Robert Plant,252055,8397423.0,0.99,Rock,Presence,Led Zeppelin,4.200916666666667
Hots On For Nowhere,Jimmy Page/Robert Plant,284107,9342342.0,0.99,Rock,Presence,Led Zeppelin,4.735116666666666
Tea For One,Jimmy Page/Robert Plant,566752,18475264.0,0.99,Rock,Presence,Led Zeppelin,9.445866666666667
Rock & Roll,John Bonham/John Paul Jones/Robert Plant,242442,7897065.0,0.99,Rock,The Song Remains The Same (Disc 1),Led Zeppelin,4.0407
Celebration Day,John Paul Jones/Robert Plant,230034,7478487.0,0.99,Rock,The Song Remains The Same (Disc 1),Led Zeppelin,3.8339
The Song Remains The Same,Robert Plant,353358,11465033.0,0.99,Rock,The Song Remains The Same (Disc 1),Led Zeppelin,5.8893
Rain Song,Robert Plant,505808,16273705.0,0.99,Rock,The Song Remains The Same (Disc 1),Led Zeppelin,8.430133333333334
Dazed And Confused,Jimmy Page,1612329,52490554.0,0.99,Rock,The Song Remains The Same (Disc 1),Led Zeppelin,26.87215
No Quarter,John Paul Jones/Robert Plant,749897,24399285.0,0.99,Rock,The Song Remains The Same (Disc 2),Led Zeppelin,12.498283333333333
Stairway To Heaven,Robert Plant,657293,21354766.0,0.99,Rock,The Song Remains The Same (Disc 2),Led Zeppelin,10.954883333333333
